OBJECTID,Id,Company,Status,StatusStart,LatestEventStart,LatestEventEnd,Latitude,Longitude,ReceivingWaterCourse,LastUpdated,x,y
337,WXW00483,Wessex Water,0,1/27/2026 6:22:00 PM,1/27/2026 5:50:00 AM,1/27/2026 6:22:00 PM,51.0224445573611,-2.58173738950184,RIVER CAM,3/9/2026 5:33:26 PM,-287397.6915613,6625264.8657656
338,WXW00371,Wessex Water,0,1/27/2026 3:54:00 PM,1/26/2026 11:04:00 PM,1/27/2026 3:54:00 PM,50.9218458549646,-2.94056426099314,RIVER ISLE,3/9/2026 5:33:26 PM,-327342.116178655,6607480.78547704
339,WXW01296,Wessex Water,0,2/28/2026 11:35:01 AM,2/28/2026 10:59:24 AM,2/28/2026 11:35:01 AM,51.0018560099663,-2.64956891225562,RIVER YEO (S),3/9/2026 5:33:26 PM,-294948.662133983,6621622.0359808
340,WXW01046,Wessex Water,0,2/20/2026 8:44:00 PM,2/20/2026 7:40:00 AM,2/20/2026 8:44:00 PM,50.9554154631388,-2.36171718186486,BIBBERN BROOK,3/9/2026 5:33:26 PM,-262905.154082921,6613411.02034393
341,WSX10127,Wessex Water,0,1/27/2026 9:54:00 AM,1/27/2026 9:47:00 AM,1/27/2026 9:54:00 AM,51.0032143366949,-2.0744857559039,River Ebble,3/9/2026 5:33:26 PM,-230930.698005121,6621862.32138173
342,WXW00075,Wessex Water,1,3/9/2026 4:46:00 PM,3/9/2026 4:46:00 PM,,51.1528185410165,-1.70779021272584,RIVER BOURNE,3/9/2026 5:33:26 PM,-190110.336862377,6648370.20084918
343,WSX10174,Wessex Water,0,2/22/2026 10:32:00 PM,2/22/2026 12:59:00 PM,2/22/2026 10:32:00 PM,51.0287158371338,-2.11844626391382,RIVER NADDER,3/9/2026 5:33:26 PM,-235824.359371799,6626374.7945979
344,WXW00226,Wessex Water,0,3/8/2026 8:04:00 PM,3/8/2026 8:02:00 PM,3/8/2026 8:04:00 PM,51.2287577811262,-1.95101620524758,RIVER TILL,3/9/2026 5:33:26 PM,-217186.130497586,6661858.51666851
345,WXW00498,Wessex Water,1,2/4/2026 5:35:00 PM,2/4/2026 5:35:00 PM,,51.133390118939,-1.9374691886943,RIVER WYLYE VIA A REED BED,3/9/2026 5:33:26 PM,-215678.083513106,6644922.894488
346,WXW00544,Wessex Water,0,2/25/2026 7:31:00 PM,2/25/2026 4:54:00 PM,2/25/2026 7:31:00 PM,51.0956064232547,-2.11954754417752,TRIBUTARY OF THE RIVER NADDER,3/9/2026 5:33:26 PM,-235946.953329975,6638222.84806183
347,WXW00103,Wessex Water,0,2/20/2026 2:52:00 AM,2/19/2026 6:34:00 AM,2/20/2026 2:52:00 AM,51.0798040745777,-1.91995239646184,RIVER NADDER,3/9/2026 5:33:26 PM,-213728.123121457,6635422.29831231
348,WXW00273,Wessex Water,0,1/27/2026 8:54:00 AM,1/27/2026 6:34:00 AM,1/27/2026 8:54:00 AM,51.0877684468041,-2.04301939968534,TRIB OF THE RIVER NADDER,3/9/2026 5:33:26 PM,-227427.879253751,6636833.65375109
349,WXW00451,Wessex Water,0,2/28/2026 4:16:32 AM,2/28/2026 4:15:54 AM,2/28/2026 4:16:32 AM,51.2735591159025,-2.77497346332166,RIVER YEO (S),3/9/2026 5:33:26 PM,-308908.632901814,6669826.56413886
350,WXW01001,Wessex Water,0,2/9/2026 9:37:00 PM,2/7/2026 4:07:00 PM,2/9/2026 9:37:00 PM,51.2057879906332,-3.01514248739961,(E) RIVER PARRETT,3/9/2026 5:33:26 PM,-335644.126366489,6657776.28061048
351,WXW00536,Wessex Water,0,1/27/2026 7:35:00 AM,1/27/2026 5:53:00 AM,1/27/2026 7:35:00 AM,51.2210463825567,-2.98726526880918,RIVER BRUE (E),3/9/2026 5:33:26 PM,-332540.84858827,6660487.80471994
352,WXW00850,Wessex Water,0,2/15/2026 3:04:00 PM,2/15/2026 2:26:00 PM,2/15/2026 3:04:00 PM,51.1227343308198,-2.82414877780132,GREINTON RHYNE (S),3/9/2026 5:33:26 PM,-314382.803869289,6643032.78727881
353,WXW00423,Wessex Water,0,2/19/2026 7:40:00 AM,2/19/2026 7:38:00 AM,2/19/2026 7:40:00 AM,51.1598689119765,-3.12044196504678,FIDDINGTON BOOK(S),3/9/2026 5:33:26 PM,-347366.010598969,6649621.55114789
354,WXW00276,Wessex Water,0,2/20/2026 3:50:00 AM,2/19/2026 9:30:00 PM,2/20/2026 3:50:00 AM,51.1374366254078,-3.00245978137031,RIVER PARRETT(TIDAL)(E),3/9/2026 5:33:26 PM,-334232.293989426,6645640.77180801
355,WXW00187,Wessex Water,0,1/27/2026 6:00:00 PM,1/27/2026 3:30:00 AM,1/27/2026 6:00:00 PM,51.1413989964432,-2.99288622059365,TRIB OF RIVER PARRETT,3/9/2026 5:33:26 PM,-333166.57007869,6646343.7839104
356,WXW00891,Wessex Water,0,2/19/2026 3:17:00 PM,2/18/2026 8:10:00 PM,2/19/2026 3:17:00 PM,51.023009624048,-3.09065105341679,RIVER TONE(S),3/9/2026 5:33:26 PM,-344049.701486051,6625364.86851302
357,WXW00892,Wessex Water,0,2/20/2026 1:57:00 PM,2/20/2026 1:56:00 PM,2/20/2026 1:57:00 PM,51.0240069067748,-3.0877497066236,RIVER TONE(S),3/9/2026 5:33:26 PM,-343726.725038419,6625541.36572213
358,WXW00614,Wessex Water,0,1/27/2026 5:06:00 PM,1/27/2026 3:06:00 AM,1/27/2026 5:06:00 PM,51.0402690557273,-2.94127905318707,STORM CULVERT (S),3/9/2026 5:33:26 PM,-327421.686481706,6628419.94598556
359,WXW01220,Wessex Water,0,2/19/2026 1:12:00 AM,2/19/2026 1:10:00 AM,2/19/2026 1:12:00 AM,50.9816002927147,-3.17128335987892,TRIB OF RIVER TONE (S),3/9/2026 5:33:26 PM,-353025.648782903,6618039.67268607
360,WXW00746,Wessex Water,0,2/19/2026 10:54:00 AM,2/19/2026 10:52:00 AM,2/19/2026 10:54:00 AM,50.9811026775304,-3.2186841773761,HAYWARDS WATER,3/9/2026 5:33:26 PM,-358302.283649874,6617951.68568156
361,WXW00511,Wessex Water,0,1/27/2026 12:32:00 PM,1/27/2026 1:18:00 AM,1/27/2026 12:32:00 PM,50.9755242293415,-2.98923101592417,TRIBUTARY OF FIVEHEAD RIVER,3/9/2026 5:33:26 PM,-332759.674556138,6616965.38372096
362,WSX10171,Wessex Water,0,3/2/2026 2:29:00 PM,3/2/2026 2:28:00 PM,3/2/2026 2:29:00 PM,50.9547234073365,-2.57796972397622,Trib of TRENT BROOK,3/9/2026 5:33:26 PM,-286978.276953508,6613288.72207997
363,WXW00124,Wessex Water,0,2/28/2026 10:20:00 PM,2/28/2026 10:18:00 PM,2/28/2026 10:20:00 PM,50.903160885912,-2.57223920757889,WRIGGLE RIVER,3/9/2026 5:33:26 PM,-286340.358786175,6604181.84807277
364,WSX10142,Wessex Water,0,2/19/2026 4:38:00 AM,2/18/2026 2:30:00 PM,2/19/2026 4:38:00 AM,50.6346590162939,-2.37536534162836,OSMINGTON MILLS STREAM,3/9/2026 5:33:26 PM,-264424.460278059,6556921.80478641
365,WXW00830,Wessex Water,0,2/18/2026 11:31:00 PM,2/18/2026 2:43:00 PM,2/18/2026 11:31:00 PM,50.6372531364409,-2.39702444434657,ENGLISH CHANNEL,3/9/2026 5:33:26 PM,-266835.54056369,6557377.11137216
366,WXW01019,Wessex Water,0,2/28/2026 12:58:00 PM,2/28/2026 12:56:00 PM,2/28/2026 12:58:00 PM,50.805779156816,-2.74050772433634,RIVER BRIT,3/9/2026 5:33:26 PM,-305071.924388154,6587009.94549084
367,WXW01099,Wessex Water,0,2/25/2026 12:05:00 PM,2/25/2026 12:04:00 PM,2/25/2026 12:05:00 PM,50.7885920061449,-2.52304540594455,TRIBUTARY OF SYDLING WATER,3/9/2026 5:33:26 PM,-280864.129838056,6583982.95028913
368,WXW00968,Wessex Water,0,2/21/2026 1:40:00 PM,2/21/2026 1:39:00 PM,2/21/2026 1:40:00 PM,50.7227238017711,-2.82175505007051,WINNIFORD (S),3/9/2026 5:33:26 PM,-314116.335317198,6572392.55802813
369,WXW00810,Wessex Water,0,3/1/2026 11:16:00 PM,3/1/2026 11:04:00 PM,3/1/2026 11:16:00 PM,50.7322753413161,-2.47391997560157,THE RIVER FROME,3/9/2026 5:33:26 PM,-275395.511947274,6574072.26853812
370,WXW00268,Wessex Water,0,2/2/2026 11:04:00 PM,1/8/2026 8:34:00 AM,2/2/2026 11:04:00 PM,50.7052788164273,-2.65171339436504,RIVER BRIDE(S),3/9/2026 5:33:26 PM,-295187.38479042,6569325.60885895
371,WXW00151,Wessex Water,0,2/28/2026 11:55:00 AM,2/28/2026 2:01:00 AM,2/28/2026 11:55:00 AM,51.1823058598473,-3.39311540814064,RIVER PILL (F),3/9/2026 5:33:26 PM,-377719.879437027,6653605.09440544
372,WXW00304,Wessex Water,0,2/13/2026 7:24:00 PM,2/13/2026 4:20:00 PM,2/13/2026 7:24:00 PM,51.3286659290594,-2.53717715919596,TRIB OF CAM BROOK,3/9/2026 5:33:26 PM,-282437.269414019,6679638.13405382
373,WXW00473,Wessex Water,0,2/19/2026 2:26:00 AM,2/18/2026 6:30:00 PM,2/19/2026 2:26:00 AM,51.3174952668981,-2.49641757013725,CAM BROOK,3/9/2026 5:33:26 PM,-277899.93271506,6677648.28564227
374,WXW00328,Wessex Water,0,2/19/2026 12:36:00 AM,2/19/2026 12:28:00 AM,2/19/2026 12:36:00 AM,51.3882624362691,-2.43385754686954,CORSTON BROOK,3/9/2026 5:33:26 PM,-270935.782780883,6690262.35812279
375,WXW00264,Wessex Water,0,2/22/2026 7:38:00 AM,2/22/2026 7:24:00 AM,2/22/2026 7:38:00 AM,51.3536664382271,-2.62843003244823,TRIB OF RIVER CHEW,3/9/2026 5:33:26 PM,-292595.492797884,6684093.27295447
376,WXW00263,Wessex Water,0,2/22/2026 7:34:21 PM,2/22/2026 7:31:51 PM,2/22/2026 7:34:21 PM,51.3635774748141,-2.60730702102207,RIVER CHEW(S),3/9/2026 5:33:26 PM,-290244.089921904,6685860.11168394
377,WXW00135,Wessex Water,0,2/27/2026 11:03:31 PM,2/27/2026 11:01:51 PM,2/27/2026 11:03:31 PM,51.3398133185177,-2.60230753204075,A TRIBUTARY OF THE RIVER CHEW,3/9/2026 5:33:26 PM,-289687.549354277,6681624.32014353
378,WXW00318,Wessex Water,0,2/22/2026 6:40:00 PM,2/22/2026 6:38:00 PM,2/22/2026 6:40:00 PM,51.3801163765564,-2.50805255269537,RIVER CHEW(S),3/9/2026 5:33:26 PM,-279195.133048818,6688809.35034908
379,WXW00224,Wessex Water,0,1/27/2026 9:37:00 AM,1/27/2026 12:23:00 AM,1/27/2026 9:37:00 AM,51.1970989602491,-2.17109396268905,THE WERE VIA SWS,3/9/2026 5:33:26 PM,-241685.074390896,6656232.57989612
380,WXW00853,Wessex Water,0,1/27/2025 2:14:00 AM,1/26/2025 11:10:00 PM,1/27/2025 2:14:00 AM,51.2476477594279,-2.2040454563215,BISS BROOK(S),3/9/2026 5:33:26 PM,-245353.217882937,6665217.20764078
381,WXW00282,Wessex Water,0,2/16/2026 9:18:00 PM,2/16/2026 9:02:00 PM,2/16/2026 9:18:00 PM,51.3095625650287,-2.25141791053154,TRIB OF LAM BROOK STREAM,3/9/2026 5:33:26 PM,-250626.695363226,6676235.51462523
382,WXW00585,Wessex Water,0,2/6/2026 10:12:00 PM,2/6/2026 4:43:00 PM,2/6/2026 10:12:00 PM,51.3229515454741,-2.111138278527,TRIB OF SEMINGTON BROOK (S),3/9/2026 5:33:26 PM,-235010.838159814,6678620.16096561
383,WXW00331,Wessex Water,0,2/11/2026 12:38:00 AM,2/10/2026 4:28:00 PM,2/11/2026 12:38:00 AM,51.2890918765876,-2.07253575268203,A TRIB OF THE SEMINGTON BROOK,3/9/2026 5:33:26 PM,-230713.624639418,6672590.9244146
384,WXW00788,Wessex Water,0,11/14/2025 4:16:00 PM,11/14/2025 4:14:00 PM,11/14/2025 4:16:00 PM,51.3383807059938,-2.30152336894663,RIVER FROME,3/9/2026 5:33:26 PM,-256204.409479959,6681369.03736426
385,WXW01154,Wessex Water,0,1/27/2026 7:22:00 AM,1/27/2026 7:12:00 AM,1/27/2026 7:22:00 AM,51.274242151067,-2.1305899064212,TRIB OF BITHAM BROOK,3/9/2026 5:33:26 PM,-237176.183472096,6669948.10403414
386,WXW01255,Wessex Water,0,1/28/2026 6:06:00 AM,1/27/2026 6:14:00 AM,1/28/2026 6:06:00 AM,51.3221864597022,-2.08185919895323,TRIBUTARY OF SEMINGTON BROOK,3/9/2026 5:33:26 PM,-231751.505930766,6678483.87650058
387,WXW00246,Wessex Water,0,2/11/2026 10:05:00 PM,2/11/2026 10:00:00 AM,2/11/2026 10:05:00 PM,51.296947004153,-2.22818427541943,LAMBROK STREAM,3/9/2026 5:33:26 PM,-248040.33893327,6673989.25487722
388,WXW00359,Wessex Water,0,2/10/2026 11:37:00 PM,2/10/2026 5:58:00 PM,2/10/2026 11:37:00 PM,51.3706618640459,-2.17315011979113,TRIB. OF CHALFIELD BROOK,3/9/2026 5:33:26 PM,-241913.96475249,6687123.27883761
389,WSX10129,Wessex Water,0,12/18/2025 6:38:00 PM,12/18/2025 1:52:00 PM,12/18/2025 6:38:00 PM,51.3948767721503,-2.1807647279128,TRIB OF SOUTH BROOK,3/9/2026 5:33:26 PM,-242761.619051185,6691442.34353583
390,WXW00970,Wessex Water,0,2/12/2026 10:26:00 PM,2/12/2026 7:34:00 PM,2/12/2026 10:26:00 PM,51.3463174062344,-2.1466011704042,SEMINGTON BROOK (S),3/9/2026 5:33:26 PM,-238958.54922564,6682783.40909792
391,WXW01127,Wessex Water,0,2/19/2026 1:24:00 AM,2/19/2026 12:48:00 AM,2/19/2026 1:24:00 AM,51.3528110159901,-2.1946358450154,TRIBUTARY OF THE RIVER AVON,3/9/2026 5:33:26 PM,-244305.74474378,6683940.79490397
392,WXW00972,Wessex Water,0,2/10/2026 9:21:00 PM,2/10/2026 9:20:00 PM,2/10/2026 9:21:00 PM,51.3600825345093,-2.14306793298918,(S) BERRYFIELD BROOK,3/9/2026 5:33:26 PM,-238565.231035749,6685237.0256615
393,WXW00479,Wessex Water,0,2/11/2026 10:38:00 PM,2/11/2026 10:12:00 PM,2/11/2026 10:38:00 PM,51.3319987596808,-2.13180318945635,TRIBUTARY OF SEMINGTON BROOK,3/9/2026 5:33:26 PM,-237311.245521758,6680231.91053469
394,WXW00973,Wessex Water,0,12/18/2025 8:14:00 PM,12/18/2025 7:14:00 PM,12/18/2025 8:14:00 PM,51.3707908764001,-2.15022186713821,(S) RIVER AVON,3/9/2026 5:33:26 PM,-239361.603342388,6687146.28392658
395,WXW01121,Wessex Water,0,2/16/2026 11:44:00 AM,2/16/2026 7:39:00 AM,2/16/2026 11:44:00 AM,51.3657716149037,-2.17804122357191,TRIB OF CHALFIELD BROOK,3/9/2026 5:33:26 PM,-242458.439934784,6686251.31233865
396,WXW01137,Wessex Water,0,2/18/2026 11:28:00 PM,2/18/2026 11:24:00 PM,2/18/2026 11:28:00 PM,51.2852536220054,-2.09585131844345,TRIB OF BUCKINGTON DROVE,3/9/2026 5:33:26 PM,-233309.101547536,6671907.74455403
397,WXW00299,Wessex Water,0,12/19/2025 12:19:15 AM,12/19/2025 12:14:23 AM,12/19/2025 12:19:15 AM,51.428343536486,-2.87542448246998,BRISTOL CHANNEL,3/9/2026 5:33:26 PM,-320090.789203071,6697415.37004699
398,WSX10119,Wessex Water,0,1/28/2025 8:00:00 PM,1/28/2025 7:50:00 PM,1/28/2025 8:00:00 PM,51.4728435724844,-2.09655917685705,PECKINGELL FARM STREAM,3/9/2026 5:33:26 PM,-233387.899985692,6705364.35480112
399,WSX10153,Wessex Water,0,2/26/2025 5:36:00 PM,2/26/2025 5:34:00 PM,2/26/2025 5:36:00 PM,51.2858658413812,-2.19998036587012,BITHAM BROOK,7/22/2025 9:58:26 AM,-244900.694083861,6672016.71107733
400,WSX10169,Wessex Water,0,2/18/2026 9:29:00 PM,2/18/2026 8:28:00 PM,2/18/2026 9:29:00 PM,50.964475222266,-2.80764141572209,LAM BROOK,3/9/2026 5:33:26 PM,-312545.212728289,6615012.2049353
401,WSX10154,Wessex Water,0,2/25/2025 3:30:00 AM,2/24/2025 7:00:00 AM,2/25/2025 3:30:00 AM,51.0546075097481,-2.62729492151753,RIVER CARY,3/9/2026 5:33:26 PM,-292469.132827085,6630958.84925747
402,WXW01073,Wessex Water,0,2/19/2026 1:16:00 AM,2/18/2026 7:18:00 PM,2/19/2026 1:16:00 AM,51.3248008471215,-2.43744831872529,CAM BROOK (S),3/9/2026 5:33:26 PM,-271335.505675421,6678949.58582002
403,WXW00720,Wessex Water,0,2/28/2026 12:22:00 AM,2/27/2026 11:59:00 PM,2/28/2026 12:22:00 AM,51.3490202241474,-2.34059633170668,TRIB OF MIDFORD BROOK (S),3/9/2026 5:33:26 PM,-260553.991798192,6683265.12478607
404,WXW00238,Wessex Water,0,2/24/2026 1:20:00 PM,2/24/2026 1:18:00 PM,2/24/2026 1:20:00 PM,51.2803699558415,-2.49119417829097,RIVER SOMER,3/9/2026 5:33:26 PM,-277318.467394519,6671038.57198913
405,WXW01117,Wessex Water,0,2/13/2026 8:28:00 PM,2/13/2026 4:01:00 PM,2/13/2026 8:28:00 PM,50.9814021274721,-2.78354699725023,TRIBUTARY OF THE RIVER PARRETT,3/9/2026 5:33:26 PM,-309863.034333042,6618004.63351751
406,WSX10177,Wessex Water,0,3/3/2026 11:24:00 AM,3/3/2026 10:44:00 AM,3/3/2026 11:24:00 AM,51.3106829037304,-2.63078178657357,TRIB OF CHEW VALLEY LAKE,3/9/2026 5:33:26 PM,-292857.288869588,6676435.02603672
407,WXW00784,Wessex Water,0,2/9/2026 6:02:00 AM,2/9/2026 3:06:00 AM,2/9/2026 6:02:00 AM,51.4172129355763,-2.11984256467681,BYDE MILL BROOK,3/9/2026 5:33:26 PM,-235979.79486173,6695428.33552175
408,WSX10009,Wessex Water,0,1/27/2026 7:14:00 AM,1/27/2026 7:10:00 AM,1/27/2026 7:14:00 AM,50.8826598643844,-2.9488049130813,Trib of River Isle,3/9/2026 5:33:26 PM,-328259.461372914,6600563.79916323
409,WSX10178,Wessex Water,0,3/6/2026 1:56:00 AM,3/6/2026 1:53:00 AM,3/6/2026 1:56:00 AM,50.9857606970262,-2.93195756020841,Fivehead River,3/9/2026 5:33:26 PM,-326384.022629889,6618775.34130923
410,WXW00320,Wessex Water,0,2/18/2026 3:11:00 PM,2/18/2026 3:09:00 PM,2/18/2026 3:11:00 PM,50.9544478783368,-2.82746362203246,TRIB OF LAMBROOK BROOK(S),3/9/2026 5:33:26 PM,-314751.810641158,6613240.03183358
411,WXW01229,Wessex Water,0,2/10/2026 3:44:00 PM,2/10/2026 2:34:00 PM,2/10/2026 3:44:00 PM,51.4899384432733,-2.69242406245576,RIVER AVON (ESTUARINE),3/9/2026 5:33:26 PM,-299719.275632133,6708420.05120803
412,WXW00193,Wessex Water,0,2/26/2026 3:44:00 AM,2/8/2026 10:06:00 PM,2/26/2026 3:44:00 AM,51.1572633656092,-2.87921541974819,TRIB OF NIDON RHYNE,3/9/2026 5:33:26 PM,-320512.79441051,6649159.07785461
413,WXW00662,Wessex Water,0,2/10/2026 8:15:00 AM,2/10/2026 8:14:00 AM,2/10/2026 8:15:00 AM,50.6173209091257,-2.25025294307875,ENGLISH CHANNEL(C),3/9/2026 5:33:26 PM,-250497.011779592,6553879.35466212
414,WXW01168,Wessex Water,0,2/8/2026 1:30:00 PM,2/8/2026 11:26:00 AM,2/8/2026 1:30:00 PM,50.9415748501672,-2.62202874122135,DODHAM BROOK VIA SWS,3/9/2026 5:33:26 PM,-291882.904318089,6610965.48989248
415,WXW01167,Wessex Water,0,1/27/2026 8:30:00 AM,1/27/2026 8:20:00 AM,1/27/2026 8:30:00 AM,50.9415748501672,-2.62202874122135,DODHAM BROOK VIA SWS,3/9/2026 5:33:26 PM,-291882.904318089,6610965.48989248
416,WXW01303,Wessex Water,0,1/27/2026 7:52:00 AM,1/27/2026 7:50:00 AM,1/27/2026 7:52:00 AM,50.9415748501672,-2.62202874122135,DODHAM BROOK VIA SWS,3/9/2026 5:33:26 PM,-291882.904318089,6610965.48989248
417,WXW00876,Wessex Water,0,2/22/2026 2:29:00 PM,2/22/2026 2:27:00 PM,2/22/2026 2:29:00 PM,51.4840754876318,-2.75577545137734,"PORTBURY DITCH,TRIB",3/9/2026 5:33:26 PM,-306771.519987929,6707371.92285632
418,WXW00700,Wessex Water,0,1/27/2026 4:48:00 PM,1/27/2026 7:38:00 AM,1/27/2026 4:48:00 PM,51.4060187337752,-2.44933143576075,RIVER AVON VIA SWS,3/9/2026 5:33:26 PM,-272658.328212844,6693430.43490996
419,WSX10160,Wessex Water,0,2/13/2026 11:52:00 PM,2/13/2026 12:50:00 PM,2/13/2026 11:52:00 PM,51.6032248602047,-2.3944204980648,RIVER LITTLE AVON,3/9/2026 5:33:26 PM,-266545.67058955,6728698.93453907
420,WSX10095,Wessex Water,0,11/12/2025 7:50:00 PM,11/12/2025 6:06:00 PM,11/12/2025 7:50:00 PM,50.9696400921601,-3.23498951562974,ROCKWELL GREEN STREAM,3/9/2026 5:33:26 PM,-360117.385601481,6615925.16256565
421,WXW00153,Wessex Water,0,2/18/2026 7:35:00 PM,2/18/2026 6:02:00 PM,2/18/2026 7:35:00 PM,50.7144657317464,-1.8383574266943,POOLE BAY (C),3/9/2026 5:33:26 PM,-204645.012635643,6570940.58988124
422,WXW00575,Wessex Water,0,1/27/2026 3:12:00 AM,1/27/2026 2:18:00 AM,1/27/2026 3:12:00 AM,50.7320860401021,-1.79367651544751,RIVER STOUR(S),3/9/2026 5:33:26 PM,-199671.15634747,6574038.97516058
423,WXW00521,Wessex Water,0,2/18/2026 8:42:00 PM,2/18/2026 7:10:00 PM,2/18/2026 8:42:00 PM,50.7149836765418,-1.77650276350385,POOLE BAY (C),3/9/2026 5:33:26 PM,-197759.383026092,6571031.64956517
424,WXW00155,Wessex Water,0,3/1/2026 8:58:00 PM,3/1/2026 10:18:00 AM,3/1/2026 8:58:00 PM,50.7117278567766,-1.87127427452467,POOLE BAY (C),3/9/2026 5:33:26 PM,-208309.299374639,6570459.26180678
425,WXW00946,Wessex Water,0,2/19/2026 2:34:00 AM,2/18/2026 3:24:00 PM,2/19/2026 2:34:00 AM,50.7741741375046,-2.01008818806056,RUSHCOMBE STREAM,3/9/2026 5:33:26 PM,-223761.993544475,6581444.53835516
426,WXW00400,Wessex Water,0,2/24/2026 12:13:00 AM,2/23/2026 7:45:00 AM,2/24/2026 12:13:00 AM,50.8696440413749,-1.84793903182744,(S) EBBLAKE STREAM,3/9/2026 5:33:26 PM,-205711.632040045,6598267.57469438
427,WSX10175,Wessex Water,0,3/2/2026 9:39:48 PM,3/2/2026 7:54:06 PM,3/2/2026 9:39:48 PM,50.798633963504,-2.07969279376256,RIVER WINTERBOURNE,3/9/2026 5:33:26 PM,-231510.342808088,6585751.40124141
428,WXW01200,Wessex Water,0,2/19/2026 1:00:00 PM,2/19/2026 10:46:00 AM,2/19/2026 1:00:00 PM,50.81924063326,-1.84566508950882,TRIBUTARY OF MOORS RIVER,3/9/2026 5:33:26 PM,-205458.497939044,6589381.55393306
429,WXW00514,Wessex Water,0,2/19/2026 1:36:00 PM,2/18/2026 3:16:00 PM,2/19/2026 1:36:00 PM,50.7981961736504,-1.95191890892386,TRIB OF RIVER STOUR,3/9/2026 5:33:26 PM,-217286.619011166,6585674.2958121
430,WXW00336,Wessex Water,0,2/19/2026 9:20:00 AM,2/19/2026 8:48:00 AM,2/19/2026 9:20:00 AM,50.8305765579848,-1.84766134410491,TRIB OF MOORS RIVER,3/9/2026 5:33:26 PM,-205680.719984174,6591379.21843618
431,WXW00082,Wessex Water,0,2/19/2026 6:06:00 AM,2/19/2026 5:58:00 AM,2/19/2026 6:06:00 AM,50.8186197071485,-1.90185735601201,TRIBUTARY OF UDDENS WATER,3/9/2026 5:33:26 PM,-211713.792432699,6589272.14572277
432,WXW00858,Wessex Water,0,2/18/2026 10:40:00 PM,2/18/2026 6:02:00 PM,2/18/2026 10:40:00 PM,50.8145953696499,-1.95201414430671,TRIB OF UDDENS WATER (S),3/9/2026 5:33:26 PM,-217297.22056549,6588563.08604916
433,WXW00840,Wessex Water,0,2/19/2026 12:58:00 AM,2/18/2026 5:51:00 PM,2/19/2026 12:58:00 AM,50.7780197108045,-2.02554361284483,TRIB OF RIVER STOUR(S),3/9/2026 5:33:26 PM,-225482.483561454,6582121.51398442
434,WXW00201,Wessex Water,0,2/18/2026 10:16:00 PM,2/18/2026 7:22:00 PM,2/18/2026 10:16:00 PM,50.7983961669279,-1.96763895231476,TRIBUTARY OF THE RIVER STOUR,3/9/2026 5:33:26 PM,-219036.56623669,6585709.51939749
435,WXW01043,Wessex Water,0,2/19/2026 4:10:00 AM,2/19/2026 4:06:00 AM,2/19/2026 4:10:00 AM,50.8415817297318,-1.84708862144096,TRIB. THE MOORS RIVER VIA SWS,3/9/2026 5:33:26 PM,-205616.964788858,6593319.06041688
436,WXW00881,Wessex Water,0,3/6/2026 6:31:00 PM,3/6/2026 6:30:00 PM,3/6/2026 6:31:00 PM,50.8675033869981,-1.86172123437342,RIVER CRANE (S),3/9/2026 5:33:26 PM,-207245.859809474,6597889.98629517
437,WSX10104,Wessex Water,0,1/27/2026 1:09:00 PM,1/27/2026 6:44:00 AM,1/27/2026 1:09:00 PM,50.9173264228698,-1.82867356749038,ASHFORD WATER,3/9/2026 5:33:26 PM,-203567.010360148,6606682.73263358
438,WXW00283,Wessex Water,0,2/19/2026 7:24:00 AM,2/18/2026 9:18:00 PM,2/19/2026 7:24:00 AM,50.7719209201053,-1.88193076266684,RIVER STOUR,3/9/2026 5:33:26 PM,-209495.574208269,6581047.907294
439,WXW00803,Wessex Water,0,2/19/2026 1:37:00 AM,2/19/2026 1:09:00 AM,2/19/2026 1:37:00 AM,51.3098815858065,-1.80678746416158,RIVER AVON,3/9/2026 5:33:26 PM,-201130.660482138,6676292.32577513
440,WXW00847,Wessex Water,0,1/27/2026 12:12:00 PM,1/27/2026 11:52:00 AM,1/27/2026 12:12:00 PM,51.3232494703967,-1.89629720626963,RIVER AVON (S),3/9/2026 5:33:26 PM,-211094.839394643,6678673.23084445
441,WXW01149,Wessex Water,0,2/19/2026 10:54:00 PM,2/19/2026 10:46:00 PM,2/19/2026 10:54:00 PM,51.3280143406492,-2.05750291866249,TRIB OF SUMMERHAM BROOK(S),3/9/2026 5:33:26 PM,-229040.177211183,6679522.05222789
442,WXW00072,Wessex Water,0,2/15/2026 10:10:00 PM,2/15/2026 9:36:00 PM,2/15/2026 10:10:00 PM,51.3553003351421,-1.90113442222213,RIVER AVON (S),3/9/2026 5:33:26 PM,-211633.315811332,6684384.52115216
443,WXW01002,Wessex Water,0,1/28/2026 6:58:00 AM,1/27/2026 6:58:00 AM,1/28/2026 6:58:00 AM,51.3144138089896,-1.89286328307448,UNNAMED WATERCOURSE(S),3/9/2026 5:33:26 PM,-210712.576813135,6677099.46575013
444,WXW00386,Wessex Water,0,12/15/2025 9:26:00 PM,12/15/2025 9:17:00 PM,12/15/2025 9:26:00 PM,51.3562890404369,-2.01286765760969,SUMMERHAM BROOK (S),3/9/2026 5:33:26 PM,-224071.40267936,6684560.76659026
445,WXW00739,Wessex Water,0,1/27/2026 7:42:00 PM,1/27/2026 7:28:00 AM,1/27/2026 7:42:00 PM,51.3169497351083,-2.05055291025307,SEMINGTON BROOK (S),3/9/2026 5:33:26 PM,-228266.505814037,6677551.12157836
