OBJECTID,Id,Company,Status,StatusStart,LatestEventStart,LatestEventEnd,Latitude,Longitude,ReceivingWaterCourse,LastUpdated,x,y
1,WXW00786,Wessex Water,0,2/28/2026 5:20:00 PM,2/27/2026 11:45:00 PM,2/28/2026 5:20:00 PM,51.5463962127554,-2.47852960275609,(S) RIVER FROME,3/9/2026 5:33:26 PM,-275908.653294863,6718519.98692932
2,WXW00047,Wessex Water,0,2/27/2026 6:42:00 PM,2/27/2026 6:40:00 PM,2/27/2026 6:42:00 PM,50.9445558599872,-2.51262028772909,RIVER YEO VIA SWS,3/9/2026 5:33:26 PM,-279703.610986851,6611492.15000355
3,WXW00576,Wessex Water,0,2/19/2026 1:16:00 AM,2/19/2026 12:46:00 AM,2/19/2026 1:16:00 AM,50.736572646305,-1.79332092621467,RIVER STOUR,3/9/2026 5:33:26 PM,-199631.572335139,6574828.09385339
4,WXW00768,Wessex Water,0,2/18/2026 6:44:00 PM,2/18/2026 6:42:00 PM,2/18/2026 6:44:00 PM,50.7424568555163,-1.81238331574538,Stour (Lower),3/9/2026 5:33:26 PM,-201753.587831001,6575863.14203982
5,WXW00472,Wessex Water,0,2/18/2026 11:58:00 PM,2/18/2026 6:52:00 PM,2/18/2026 11:58:00 PM,50.7994117514191,-1.88245761883121,TRIB OF MOORS RIVER(S),3/9/2026 5:33:26 PM,-209554.223568209,6585888.39037124
6,WXW00046,Wessex Water,0,,,,51.3208085959218,-2.21145118354472,RIVER BISS,3/9/2026 5:33:26 PM,-246177.619666381,6678238.44383351
7,WXW00010,Wessex Water,0,12/18/2025 3:10:00 PM,12/18/2025 3:08:00 PM,12/18/2025 3:10:00 PM,51.5074360777598,-2.55670556777803,SWS-NEW ROAD BROOK-STOKE BROOK,3/9/2026 5:33:26 PM,-284611.161913377,6711548.92814545
8,WXW00059,Wessex Water,0,3/8/2026 12:20:00 PM,3/8/2026 5:38:00 AM,3/8/2026 12:20:00 PM,50.6624991646043,-2.5833371646103,ABBOTSBURY BROOK,3/9/2026 5:33:26 PM,-287575.777711758,6561809.47692389
9,WXW00078,Wessex Water,0,2/28/2026 1:04:00 PM,2/28/2026 1:02:00 PM,2/28/2026 1:04:00 PM,51.562785394131,-2.57982781944039,SANDY RHINE TRIB CHESTLE PILL,3/9/2026 5:33:26 PM,-287185.119194426,6721454.25391665
10,WXW00079,Wessex Water,0,2/15/2026 5:42:00 PM,2/15/2026 5:41:00 PM,2/15/2026 5:42:00 PM,51.580951322125,-2.54784674193038,TOCKINGTON MILL RHINE,3/9/2026 5:33:26 PM,-283625.001930991,6724707.85999385
11,WXW00080,Wessex Water,0,3/1/2026 12:41:00 PM,3/1/2026 12:35:00 PM,3/1/2026 12:41:00 PM,51.580969317941,-2.54781373765807,TOCKINGTON MILL RHINE,3/9/2026 5:33:26 PM,-283621.327912204,6724711.08377681
12,WXW00081,Wessex Water,0,1/27/2026 2:51:00 PM,1/27/2026 12:05:00 PM,1/27/2026 2:51:00 PM,51.1663134638013,-1.78447311830536,HAMPSHIRE AVON (S),3/9/2026 5:33:26 PM,-198646.638864037,6650765.54363811
13,WXW00096,Wessex Water,0,3/1/2026 11:17:00 PM,3/1/2026 11:12:00 PM,3/1/2026 11:17:00 PM,51.5232368422951,-2.6943277307217,SEVERN ESTUARY(E),3/9/2026 5:33:26 PM,-299931.191014136,6714375.40826625
14,WXW00104,Wessex Water,0,3/2/2026 10:16:00 PM,3/2/2026 10:14:00 PM,3/2/2026 10:16:00 PM,51.0797972960185,-1.9151299999352,RIVER NADDER,3/9/2026 5:33:26 PM,-213191.296395708,6635421.09719665
15,WXW00108,Wessex Water,0,3/4/2026 1:30:00 AM,3/3/2026 9:38:00 PM,3/4/2026 1:30:00 AM,51.4152250870778,-2.43996172434723,RIVER AVON,3/9/2026 5:33:26 PM,-271615.296709412,6695073.51579511
16,WXW00120,Wessex Water,0,2/18/2026 9:56:00 PM,2/18/2026 9:55:00 PM,2/18/2026 9:56:00 PM,51.2665890964527,-2.29342850127084,RIVER FROME,3/9/2026 5:33:26 PM,-255303.292932251,6668586.41584938
17,WXW00136,Wessex Water,0,2/22/2026 8:45:00 PM,2/22/2026 8:43:00 PM,2/22/2026 8:45:00 PM,50.9120914251077,-2.42270404094947,CAUNDLE BROOK,3/9/2026 5:33:26 PM,-269694.180181302,6605758.42026044
18,WXW00145,Wessex Water,0,2/11/2026 1:56:00 PM,2/11/2026 7:06:00 AM,2/11/2026 1:56:00 PM,51.3377317180675,-2.71652201464601,CONGRESBURY YEO,3/9/2026 5:33:26 PM,-302401.847399112,6681253.39431559
19,WXW00157,Wessex Water,0,2/19/2026 4:23:00 AM,2/19/2026 4:03:00 AM,2/19/2026 4:23:00 AM,51.0664851698241,-2.30613501261448,RIVER STOUR,3/9/2026 5:33:26 PM,-256717.775304784,6633062.61631726
20,WXW00159,Wessex Water,0,2/10/2026 5:12:00 PM,2/10/2026 5:10:00 PM,2/10/2026 5:12:00 PM,51.3602923126408,-2.14054342759335,BERRYFIELD STREAM(S),3/9/2026 5:33:26 PM,-238284.20438058,6685274.42404963
21,WXW00160,Wessex Water,0,2/16/2026 2:56:00 PM,2/16/2026 2:10:00 PM,2/16/2026 2:56:00 PM,51.3602923126408,-2.14054342759335,BERRYFIELD STREAM(S),3/9/2026 5:33:26 PM,-238284.20438058,6685274.42404963
22,WXW00161,Wessex Water,0,3/1/2026 11:46:00 AM,3/1/2026 11:26:00 AM,3/1/2026 11:46:00 AM,51.4181917878043,-2.25512800114575,BY BROOK (S),3/9/2026 5:33:26 PM,-251039.700761198,6695603.06078427
23,WXW00163,Wessex Water,0,2/13/2026 6:12:00 PM,2/13/2026 6:06:00 PM,2/13/2026 6:12:00 PM,51.3411095763335,-2.26739746136319,RIVER AVON,3/9/2026 5:33:26 PM,-252405.530824911,6681855.31222459
24,WXW00164,Wessex Water,0,2/28/2026 12:38:00 PM,2/28/2026 12:34:00 PM,2/28/2026 12:38:00 PM,51.0048727944545,-3.17410785848527,RIVER TONE,3/9/2026 5:33:26 PM,-353340.070529509,6622155.7089273
25,WXW00182,Wessex Water,0,2/28/2026 12:26:00 PM,2/28/2026 12:18:00 PM,2/28/2026 12:26:00 PM,51.5546931892807,-1.98606911322701,BRINKWORTH BROOK (S),3/9/2026 5:33:26 PM,-221088.202364679,6720005.31912204
26,WXW00191,Wessex Water,0,3/3/2026 1:40:00 AM,2/26/2026 11:24:00 AM,3/3/2026 1:40:00 AM,50.6792730769006,-2.37718956927841,TADNOLL BROOK,3/9/2026 5:33:26 PM,-264627.532371154,6564755.73755992
27,WXW00198,Wessex Water,0,2/28/2026 3:42:00 PM,2/28/2026 3:44:00 AM,2/28/2026 3:42:00 PM,50.9357203883476,-2.95146868892073,RIVER DING,3/9/2026 5:33:26 PM,-328555.991542946,6609931.27036423
28,WXW00206,Wessex Water,0,2/11/2026 8:40:00 PM,2/11/2026 8:39:00 PM,2/11/2026 8:40:00 PM,51.1043051829859,-2.46930047999817,RIVER BRUE,3/9/2026 5:33:26 PM,-274881.272048983,6639764.88237432
29,WXW00216,Wessex Water,0,2/19/2026 11:58:00 AM,2/19/2026 11:57:00 AM,2/19/2026 11:58:00 AM,51.5143942254834,-2.26255590038773,BURTON BROOK,3/9/2026 5:33:26 PM,-251866.570722479,6712793.49813001
30,WXW00217,Wessex Water,0,3/2/2026 4:54:00 PM,3/2/2026 4:52:00 PM,3/2/2026 4:54:00 PM,51.3462099187161,-2.70274819087786,CONGRESBURY YEO AND BUTCOMBE,3/9/2026 5:33:26 PM,-300868.552350965,6682764.25248515
31,WXW00218,Wessex Water,0,3/9/2026 5:18:00 PM,3/9/2026 5:13:00 PM,3/9/2026 5:18:00 PM,51.1085600132355,-2.66871502946179,RIVER BRUE (S),3/9/2026 5:33:26 PM,-297079.998152043,6640519.2443477
32,WXW00222,Wessex Water,0,2/20/2026 6:58:00 PM,2/20/2026 6:57:00 PM,2/20/2026 6:58:00 PM,51.441869015113,-2.03174117848426,RIVER MARDEN(S),3/9/2026 5:33:26 PM,-226172.393412593,6699830.58964159
33,WXW00223,Wessex Water,0,2/20/2026 7:16:00 PM,2/20/2026 7:00:00 PM,2/20/2026 7:16:00 PM,51.4427197097783,-2.03329360587688,RIVER MARDEN(S),3/9/2026 5:33:26 PM,-226345.208839434,6699982.52051437
34,WXW00225,Wessex Water,0,2/28/2026 12:13:00 AM,2/28/2026 12:12:00 AM,2/28/2026 12:13:00 AM,51.3284112087517,-2.42927507405176,CAM BROOK(S),3/9/2026 5:33:26 PM,-270425.664240234,6679592.75490663
35,WXW00230,Wessex Water,0,2/19/2026 4:46:00 AM,2/19/2026 3:58:00 AM,2/19/2026 4:46:00 AM,51.1485678035208,-3.04696299735115,CANNINGTON BROOK (S),3/9/2026 5:33:26 PM,-339186.369331076,6647615.84191782
36,WXW00231,Wessex Water,0,2/28/2026 11:48:00 PM,2/28/2026 11:20:00 PM,2/28/2026 11:48:00 PM,51.1492203010176,-3.04494518708782,CANNINGTON BROOK (S),3/9/2026 5:33:26 PM,-338961.747720046,6647731.63314841
37,WXW00232,Wessex Water,0,2/19/2026 1:14:00 AM,2/18/2026 6:30:00 PM,2/19/2026 1:14:00 AM,51.0849831238488,-2.53374736306165,RIVER CARY,3/9/2026 5:33:26 PM,-282055.466254822,6636340.0428733
38,WXW00244,Wessex Water,0,2/26/2025 7:47:00 AM,2/26/2025 7:42:00 AM,2/26/2025 7:47:00 AM,50.8885649348819,-2.9224726321607,TRIB OF RIVER ISLE (S),3/9/2026 5:33:26 PM,-325328.165269407,6601605.77096878
39,WSX10180,Wessex Water,0,2/13/2026 11:42:00 PM,2/13/2026 5:00:00 PM,2/13/2026 11:42:00 PM,51.6369490593248,-2.40563704845913,Little River Avon,3/9/2026 5:33:26 PM,-267794.291267904,6734745.51886229
40,WXW00250,Wessex Water,0,11/15/2025 7:06:00 AM,11/15/2025 7:04:00 AM,11/15/2025 7:06:00 AM,51.6369363457274,-2.40564690228634,LITTLE AVON,3/9/2026 5:33:26 PM,-267795.388190931,6734743.23852935
41,WXW00252,Wessex Water,0,2/20/2026 9:56:00 PM,2/20/2026 9:24:00 PM,2/20/2026 9:56:00 PM,51.0018296930111,-2.47280999470192,BROMERS BROOK,3/9/2026 5:33:26 PM,-275271.949438735,6621617.38063121
42,WXW00256,Wessex Water,0,3/9/2026 12:33:33 AM,3/9/2026 12:32:26 AM,3/9/2026 12:33:33 AM,50.721679750319,-2.89689154132611,LYME BAY,3/9/2026 5:33:26 PM,-322480.491263765,6572208.97443905
43,WXW00257,Wessex Water,0,1/27/2026 10:45:00 AM,1/27/2026 12:16:00 AM,1/27/2026 10:45:00 AM,50.721679750319,-2.89689154132611,RIVER CHAR,3/9/2026 5:33:26 PM,-322480.491263765,6572208.97443905
44,WXW00261,Wessex Water,0,3/3/2026 9:56:00 PM,3/3/2026 9:46:00 PM,3/3/2026 9:56:00 PM,51.2670622271342,-2.79339063131451,CHEDDAR YEO,3/9/2026 5:33:26 PM,-310958.822664632,6668670.59218963
45,WXW00265,Wessex Water,1,3/8/2026 5:48:00 AM,3/8/2026 5:48:00 AM,,51.3561893229949,-2.61824456777143,RIVER CHEW,3/9/2026 5:33:26 PM,-291461.652056571,6684542.99090436
46,WXW00269,Wessex Water,0,2/19/2026 11:36:00 PM,2/19/2026 11:32:00 PM,2/19/2026 11:36:00 PM,50.7258645418975,-2.81565320400244,RIVER WINNIFORD(S),3/9/2026 5:33:26 PM,-313437.080920001,6572944.84315909
47,WXW00270,Wessex Water,0,3/9/2026 3:22:00 AM,3/9/2026 3:06:00 AM,3/9/2026 3:22:00 AM,51.2741120022416,-2.50115088355253,SOMER STREAM(S),3/9/2026 5:33:26 PM,-278426.842754214,6669924.94509502
48,WXW00271,Wessex Water,0,2/27/2026 10:11:00 AM,2/27/2026 10:10:00 AM,2/27/2026 10:11:00 AM,51.2741120022416,-2.50115088355253,SOMER STREAM(S),3/9/2026 5:33:26 PM,-278426.842754214,6669924.94509502
49,WXW00274,Wessex Water,0,2/18/2026 10:16:00 PM,2/18/2026 10:07:00 PM,2/18/2026 10:16:00 PM,50.9707325630396,-2.67331978435038,TRIB OF BEARLEY BROOK (S),3/9/2026 5:33:26 PM,-297592.597121468,6616118.28394665
50,WXW00277,Wessex Water,0,11/14/2025 8:10:00 PM,11/14/2025 8:08:00 PM,11/14/2025 8:10:00 PM,51.4405219949135,-2.11979929494933,RIVER AVON,3/9/2026 5:33:26 PM,-235974.9780977,6699590.02268041
51,WXW00278,Wessex Water,0,2/22/2026 11:52:00 AM,2/22/2026 11:50:00 AM,2/22/2026 11:52:00 AM,51.4405219949135,-2.11979929494933,RIVER AVON,3/9/2026 5:33:26 PM,-235974.9780977,6699590.02268041
52,WXW00279,Wessex Water,0,2/25/2026 10:31:00 PM,2/25/2026 10:29:00 PM,2/25/2026 10:31:00 PM,50.736776016908,-1.77168754291817,RIVER AVON(E),3/9/2026 5:33:26 PM,-197223.355122437,6574863.86511838
53,WXW00307,Wessex Water,0,2/19/2026 12:24:00 AM,2/19/2026 12:20:00 AM,2/19/2026 12:24:00 AM,51.2386796729916,-2.44297466197207,MELLS RIVER,3/9/2026 5:33:26 PM,-271950.6953916,6663622.48483792
54,WXW00308,Wessex Water,0,3/1/2026 11:30:00 PM,3/1/2026 11:29:00 PM,3/1/2026 11:30:00 PM,51.2386796729916,-2.44297466197207,MELLS RIVER,3/9/2026 5:33:26 PM,-271950.6953916,6663622.48483792
55,WXW00309,Wessex Water,0,12/18/2025 4:54:00 PM,12/18/2025 2:16:00 PM,12/18/2025 4:54:00 PM,51.4275171364145,-2.243542253307,BY BROOK,3/9/2026 5:33:26 PM,-249749.981211329,6697267.82449908
56,WXW00314,Wessex Water,0,2/28/2026 11:44:00 AM,2/28/2026 1:24:00 AM,2/28/2026 11:44:00 AM,50.8935620073115,-2.96804510361615,RIVER ISLE,3/9/2026 5:33:26 PM,-330401.269586019,6602487.62630276
57,WXW00315,Wessex Water,0,2/21/2026 11:00:00 AM,2/21/2026 10:59:00 AM,2/21/2026 11:00:00 AM,51.174204123332,-3.05695363521126,RIVER PARRETT ESTUARY,3/9/2026 5:33:26 PM,-340298.522050364,6652166.45691108
58,WXW00317,Wessex Water,0,2/16/2026 4:38:00 AM,2/16/2026 12:42:00 AM,2/16/2026 4:38:00 AM,51.4319437780513,-1.97752397908372,RIVERS BROOK(S),3/9/2026 5:33:26 PM,-220136.962383088,6698058.18865923
59,WXW00319,Wessex Water,0,3/9/2026 4:00:00 AM,3/9/2026 3:56:00 AM,3/9/2026 4:00:00 AM,51.3789183696682,-2.49876595888468,BATHFORD BROOK (S),3/9/2026 5:33:26 PM,-278161.354154609,6688595.68439353
60,WXW00324,Wessex Water,0,2/22/2026 11:56:00 PM,2/22/2026 12:47:59 PM,2/22/2026 11:56:00 PM,50.6480479868426,-2.05657562378876,CORFE RIVER (S),3/9/2026 5:33:26 PM,-228936.951218024,6559272.03773764
61,WXW00325,Wessex Water,0,2/19/2026 11:46:00 PM,2/19/2026 11:42:00 PM,2/19/2026 11:46:00 PM,50.794106006516,-2.01560053678387,RIVER STOUR,3/9/2026 5:33:26 PM,-224375.625397429,6584953.95290602
62,WXW00327,Wessex Water,0,2/9/2026 12:18:00 AM,2/9/2026 12:16:00 AM,2/9/2026 12:18:00 AM,50.8484982871535,-2.68205481502032,HALSTOCK STREAM,3/9/2026 5:33:26 PM,-298564.97628771,6594538.45122162
63,WXW00337,Wessex Water,1,3/9/2026 9:05:00 AM,3/9/2026 9:05:00 AM,,50.9166719893368,-1.90747531468243,RIVER CRANE (S),3/9/2026 5:33:26 PM,-212339.180731188,6606567.17751602
64,WXW00340,Wessex Water,0,2/19/2026 11:47:00 PM,2/19/2026 11:20:00 PM,2/19/2026 11:47:00 PM,51.1901987216556,-2.44052022895809,WHATLEY BROOK,3/9/2026 5:33:26 PM,-271677.469158299,6655006.88488237
65,WXW00343,Wessex Water,0,3/9/2026 3:25:00 AM,3/9/2026 3:15:00 AM,3/9/2026 3:25:00 AM,50.8830919962347,-2.77882410957751,CREWKERNE STREAM (S),3/9/2026 5:33:26 PM,-309337.28488224,6600640.04596798
66,WXW00344,Wessex Water,0,2/18/2026 9:18:00 PM,2/18/2026 7:02:00 PM,2/18/2026 9:18:00 PM,50.8830919962347,-2.77882410957751,CREWKERNE STREAM (S),3/9/2026 5:33:26 PM,-309337.28488224,6600640.04596798
67,WXW00348,Wessex Water,0,3/2/2026 11:30:00 AM,3/2/2026 8:27:00 AM,3/2/2026 11:30:00 AM,51.1221398005529,-3.2331945090476,TRIBUTARY OF DONIFORD STREAM,3/9/2026 5:33:26 PM,-359917.566382787,6642927.34326261
68,WXW00363,Wessex Water,0,2/12/2026 12:02:00 AM,2/12/2026 12:01:00 AM,2/12/2026 12:02:00 AM,51.3489663037692,-2.00970651402722,WAYLEN BROOK,3/9/2026 5:33:26 PM,-223719.505785435,6683255.51442989
69,WXW00365,Wessex Water,0,2/27/2026 1:12:00 AM,2/27/2026 1:10:00 AM,2/27/2026 1:12:00 AM,51.585249375694,-2.25052688286912,RIVER AVON (SHERSTON BRANCH),3/9/2026 5:33:26 PM,-250527.506617563,6725477.85255334
70,WXW00367,Wessex Water,0,2/13/2026 10:04:00 PM,2/13/2026 10:03:00 PM,2/13/2026 10:04:00 PM,51.2498711767276,-2.23182533048029,FAIRBOURNE STREAM (S),3/9/2026 5:33:26 PM,-248445.659328595,6665612.62819271
71,WXW00370,Wessex Water,0,3/1/2026 12:13:00 PM,3/1/2026 12:09:00 PM,3/1/2026 12:13:00 PM,51.1880281925067,-3.30724311515348,BRISTOL CHANNEL (C),3/9/2026 5:33:26 PM,-368160.619508445,6654621.36996367
72,WXW00368,Wessex Water,0,2/19/2026 1:16:00 AM,2/19/2026 1:12:00 AM,2/19/2026 1:16:00 AM,51.1141071661225,-2.53226335774106,RIVER ALHAM,3/9/2026 5:33:26 PM,-281890.2675382,6641502.83352069
73,WXW00372,Wessex Water,0,2/7/2026 3:14:00 PM,2/7/2026 3:12:00 PM,2/7/2026 3:14:00 PM,50.9238633808702,-2.93973857294945,RIVER ISLE,3/9/2026 5:33:26 PM,-327250.201006078,6607837.07037305
74,WXW00373,Wessex Water,0,2/19/2026 12:06:00 AM,2/18/2026 11:46:00 PM,2/19/2026 12:06:00 AM,50.7121597982898,-2.41256980701925,RIVER FROME(S),3/9/2026 5:33:26 PM,-268566.042420609,6570535.1967802
75,WXW00374,Wessex Water,0,3/2/2026 12:26:00 PM,3/2/2026 12:10:00 PM,3/2/2026 12:26:00 PM,50.7119951495605,-2.41003041211353,RIVER FROME(S),3/9/2026 5:33:26 PM,-268283.358272781,6570506.25158243
76,WXW00378,Wessex Water,0,12/19/2025 4:08:00 AM,12/19/2025 4:04:00 AM,12/19/2025 4:08:00 AM,50.9132275719878,-2.89407158168045,DOWLISH BROOK,3/9/2026 5:33:26 PM,-322166.574791951,6605959.01411401
77,WXW00379,Wessex Water,0,2/23/2026 8:54:00 PM,2/23/2026 8:52:00 PM,2/23/2026 8:54:00 PM,50.9829360452722,-1.75329509185093,"HAMPSHIRE AVON, RIVER",3/9/2026 5:33:26 PM,-195175.916835192,6618275.86159385
78,WXW00380,Wessex Water,0,3/1/2026 9:29:00 PM,3/1/2026 8:28:00 PM,3/1/2026 9:29:00 PM,51.4634011935674,-2.4137089336539,RIVER BOYD (S),3/9/2026 5:33:26 PM,-268692.849417528,6703677.02694779
79,WXW00381,Wessex Water,0,3/2/2026 8:11:00 PM,3/2/2026 8:05:00 PM,3/2/2026 8:11:00 PM,51.2502622190163,-2.75769126523839,DOLMEAD RHYNE(S),3/9/2026 5:33:26 PM,-306984.787411396,6665682.17454069
80,WXW00391,Wessex Water,0,2/20/2026 8:14:00 PM,2/20/2026 8:12:00 PM,2/20/2026 8:14:00 PM,50.9124159284363,-2.7231260364062,CHINNOCK BROOK,3/9/2026 5:33:26 PM,-303137.003738643,6605815.71285768
81,WXW00392,Wessex Water,0,2/20/2026 12:28:00 AM,2/20/2026 12:24:00 AM,2/20/2026 12:28:00 AM,50.914965764503,-2.64480822778357,STOFORD BROOK (S),3/9/2026 5:33:26 PM,-294418.705162727,6606265.91237517
82,WXW00393,Wessex Water,0,3/9/2026 8:52:00 AM,3/9/2026 8:33:00 AM,3/9/2026 8:52:00 AM,51.3050257566507,-2.61289068961052,TRIB OF RIVER CHEW,3/9/2026 5:33:26 PM,-290865.661065929,6675427.64353151
83,WXW00401,Wessex Water,0,2/26/2026 8:10:00 PM,2/26/2026 8:08:00 PM,2/26/2026 8:10:00 PM,51.2370560044535,-2.47078049425562,MELLS RIVER (S),3/9/2026 5:33:26 PM,-275046.026482489,6663333.79413801
84,WXW00402,Wessex Water,0,2/27/2026 9:58:00 AM,2/27/2026 9:56:00 AM,2/27/2026 9:58:00 AM,51.2370385680927,-2.47037054722586,MELLS RIVER (S),3/9/2026 5:33:26 PM,-275000.391387883,6663330.69398221
85,WXW00409,Wessex Water,0,1/27/2026 12:50:00 PM,1/27/2026 12:34:00 PM,1/27/2026 12:50:00 PM,51.2883729013062,-2.04553770193345,ERLESTOKE STREAM(S),3/9/2026 5:33:26 PM,-227708.215377674,6672462.94798575
86,WXW00410,Wessex Water,0,2/18/2026 11:30:00 PM,2/18/2026 11:28:00 PM,2/18/2026 11:30:00 PM,51.13596376203,-2.50787617338124,RIVER ALHAM,3/9/2026 5:33:26 PM,-279175.498593384,6645379.46870865
87,WXW00411,Wessex Water,0,2/15/2026 11:58:00 PM,2/15/2026 11:54:00 PM,2/15/2026 11:58:00 PM,51.13596376203,-2.50787617338124,RIVER ALHAM,3/9/2026 5:33:26 PM,-279175.498593384,6645379.46870865
88,WXW00413,Wessex Water,0,3/1/2026 9:53:00 PM,3/1/2026 8:57:00 PM,3/1/2026 9:53:00 PM,50.8374723326024,-2.6005188620489,RIVER FROME,3/9/2026 5:33:26 PM,-289488.435521586,6592594.65827215
89,WXW00418,Wessex Water,0,2/20/2026 2:20:00 PM,2/20/2026 10:48:00 AM,2/20/2026 2:20:00 PM,51.3459662234507,-2.4786663249402,CONYGRE BROOK,3/9/2026 5:33:26 PM,-275923.873138778,6682720.82085679
90,WXW00432,Wessex Water,0,2/22/2026 2:48:00 AM,2/12/2026 10:40:00 AM,2/22/2026 2:48:00 AM,50.9922270443957,-2.90726331833531,RIVER ISLE,3/9/2026 5:33:26 PM,-323635.072199049,6619918.89204616
91,WXW00438,Wessex Water,0,2/23/2026 11:28:00 AM,2/23/2026 11:26:00 AM,2/23/2026 11:28:00 AM,50.9170461848351,-1.79293431559359,HAMPSHIRE AVON,3/9/2026 5:33:26 PM,-199588.535037665,6606633.25003892
92,WXW00443,Wessex Water,0,3/4/2026 11:16:00 PM,3/4/2026 11:10:00 PM,3/4/2026 11:16:00 PM,51.0708683466119,-2.00376752469601,FOVANT BROOK,3/9/2026 5:33:26 PM,-223058.380517258,6633839.09944393
93,WXW00449,Wessex Water,0,2/21/2026 5:10:00 AM,2/21/2026 5:07:00 AM,2/21/2026 5:10:00 AM,51.3440780645956,-2.30248266406035,BRISTOL AVON,3/9/2026 5:33:26 PM,-256311.197723538,6682384.31901234
94,WXW00454,Wessex Water,0,2/10/2026 4:06:00 PM,2/10/2026 3:38:00 PM,2/10/2026 4:06:00 PM,51.2366728745203,-2.32577286634372,RIVER FROME(S),3/9/2026 5:33:26 PM,-258903.851182195,6663265.67454732
95,WXW00461,Wessex Water,0,2/19/2026 3:36:00 AM,2/19/2026 3:33:00 AM,2/19/2026 3:36:00 AM,51.0327993626151,-2.27727140404964,RIVER STOUR (UPPER),3/9/2026 5:33:26 PM,-253504.69309689,6627097.60224357
96,WXW01299,Wessex Water,0,1/27/2026 8:18:00 AM,1/27/2026 8:13:00 AM,1/27/2026 8:18:00 AM,50.8792848000265,-2.46582819388103,TRIB OF CAUNDLE BROOK,3/9/2026 5:33:26 PM,-274494.738926534,6599968.31572571
97,WXW00464,Wessex Water,0,2/19/2026 11:46:00 PM,2/19/2026 11:42:00 PM,2/19/2026 11:46:00 PM,51.1389628076714,-2.7418654355815,GLAST MILL STREAM & RIVER BRUE,3/9/2026 5:33:26 PM,-305223.06411261,6645911.54309209
98,WXW00478,Wessex Water,1,1/8/2026 5:59:00 PM,1/8/2026 5:59:00 PM,,51.5460701386371,-2.26530710266326,LUCKINGTON BROOK,3/9/2026 5:33:26 PM,-252172.83315886,6718461.61837956
99,WXW00480,Wessex Water,0,3/1/2026 8:30:00 PM,3/1/2026 8:20:00 PM,3/1/2026 8:30:00 PM,51.5477992215177,-2.05229765709326,RIVER AVON(S),3/9/2026 5:33:26 PM,-228460.73014385,6718771.13578861
100,WXW00493,Wessex Water,0,1/27/2026 7:22:00 AM,1/27/2026 7:18:00 AM,1/27/2026 7:22:00 AM,51.0448976112672,-3.22468268561195,TRIBUTARY OF HALSE WATER(S),3/9/2026 5:33:26 PM,-358970.034532208,6629239.43622523
101,WXW00494,Wessex Water,0,3/6/2026 9:03:00 AM,3/6/2026 9:00:00 AM,3/6/2026 9:03:00 AM,50.8711688360958,-2.65091500520905,TRIBUTARY OF THE RIVER YEO,3/9/2026 5:33:26 PM,-295098.50851612,6598536.54265162
102,WXW00505,Wessex Water,0,3/2/2026 12:03:00 AM,3/2/2026 12:01:00 AM,3/2/2026 12:03:00 AM,50.9094953583317,-2.70593221279736,CHINNOCK BROOK,3/9/2026 5:33:26 PM,-301222.996049718,6605300.08677439
103,WSX10141,Wessex Water,0,2/19/2026 2:46:00 AM,2/18/2026 6:50:00 PM,2/19/2026 2:46:00 AM,50.6265355502567,-2.03670506457243,TRIB OF RIVER CORFE,3/9/2026 5:33:26 PM,-226724.970684284,6555496.17845888
104,WXW00509,Wessex Water,0,3/2/2026 12:10:00 AM,3/1/2026 11:58:00 PM,3/2/2026 12:10:00 AM,50.8985033819564,-2.75060462815787,SMALL BROOK,3/9/2026 5:33:26 PM,-306195.906580155,6603359.74545038
105,WXW00510,Wessex Water,0,2/19/2026 11:36:00 PM,2/18/2026 7:56:00 PM,2/19/2026 11:36:00 PM,50.9721310714749,-2.98835033089023,FIVEHEAD RIVER,3/9/2026 5:33:26 PM,-332661.637146611,6616365.51170173
106,WXW00516,Wessex Water,0,3/4/2026 5:18:00 AM,2/26/2026 4:45:00 PM,3/4/2026 5:18:00 AM,50.8830096889156,-2.36305520832159,RIVER LYDDEN (S),3/9/2026 5:33:26 PM,-263054.102506753,6600625.52333179
107,WXW00545,Wessex Water,0,3/1/2026 5:02:00 AM,3/1/2026 5:01:00 AM,3/1/2026 5:02:00 AM,51.0960912658003,-2.11738894869122,GROUNDWATER VIA INFILT SYSTEM,3/9/2026 5:33:26 PM,-235706.659579611,6638308.78875376
108,WXW00546,Wessex Water,0,2/9/2026 3:50:00 AM,2/9/2026 3:38:00 AM,2/9/2026 3:50:00 AM,51.3077514623299,-2.58396152776812,THE CAM BROOK,3/9/2026 5:33:26 PM,-287645.281500557,6675913.00134086
109,WXW00548,Wessex Water,0,1/23/2026 4:36:00 PM,1/23/2026 11:54:00 AM,1/23/2026 4:36:00 PM,50.9441741372916,-2.28973185156903,TRIB OF CHIVERICKS BROOK,3/9/2026 5:33:26 PM,-254891.783769803,6611424.70851579
110,WXW00552,Wessex Water,-1,,2/18/2026 8:01:08 PM,2/19/2026 2:06:08 AM,50.7548627270329,-1.80852790232923,RIVER STOUR (S),3/9/2026 5:33:26 PM,-201324.405172717,6578045.79439412
111,WXW00568,Wessex Water,0,3/2/2026 1:42:00 AM,3/2/2026 1:20:00 AM,3/2/2026 1:42:00 AM,51.5444830294692,-2.15102614856304,GAUZE BROOK (S),3/9/2026 5:33:26 PM,-239451.135541054,6718177.52556841
